sample_id,line_id,R1_ohm_per_km,X1_ohm_per_km
0,0,0.34281911626479217,0.3998664394083589
0,1,0.6459884447275617,0.5249948428981691
0,2,0.6982009645074743,0.2456889712156275
0,3,0.4352696515625701,0.36547169265022394
0,4,0.6676913774153873,0.2976520348294494
0,5,0.5234528418390476,0.35649128564774707
0,6,0.4575652621585447,0.25073864385906525
0,7,0.4823009038736942,0.18969287089217762
0,8,0.9701380949013493,0.11950699833464021
0,9,0.4706565158461205,0.2206568249694158
0,10,0.4868738641318267,0.3184775239397607
0,11,0.6846734111211928,0.290220614247591
0,12,0.5093305017078482,0.2369593731926725
0,13,0.5968668574321767,0.340074095555333
0,14,0.40917865460174796,0.23909420642429977
0,15,0.8226317699677278,0.17580841356966675
0,16,0.5908878441899904,0.2761015618543656
0,17,0.5989880312290823,0.652651301168565
0,18,0.9571478973515284,0.28959679366422036
0,19,1.0859869622653262,0.18186352495014244
0,20,0.9953959343692852,0.15252170788113584
0,21,0.4514907710059952,0.2160590873399842
0,22,0.8409218213354314,0.1995727600081766
0,23,0.7568054926881177,0.4939654762552233
0,24,0.7262440349158528,0.3801464808449117
0,25,0.7074816926952946,0.8015920599210405
0,26,0.6088075580003947,0.1859676655813759
0,27,0.6873647656341378,0.30839142627471217
0,28,0.32898279610465037,0.43346933034063095
0,29,0.8778527055946291,0.15760517116954553
0,30,0.9753371186293825,0.5960282685591081
0,31,0.5340751929687396,0.3024773452950005
0,32,0.5841207677317958,0.38714091051911614
0,33,1.013006021503643,0.18850045624162723
0,34,0.8504198304305772,0.31668515668374364
0,35,0.6914603450488399,0.33568935376380976
0,36,0.45822581620446995,0.18595384068105036
0,37,0.8052078175428301,0.479324862057818
0,38,0.623301435256713,0.6296871087284306
0,39,0.5764823351219751,0.18760279983987635
0,40,0.6014505931639362,0.07361885250022131
0,41,1.1461510599753364,0.3904849541050007
0,42,0.9409498948108762,0.48109465023487047
0,43,0.38621896068574174,0.12547604501601034
0,44,0.34466858044686544,0.3007780094089862
0,45,0.6472326802633759,0.3232229964977228
0,46,0.5819208283583072,0.4704899549517537
0,47,0.832566830966672,0.1709833932704281
0,48,0.9876564730858455,0.3397300758352862
0,49,0.26203839634891885,0.14253648856344253
0,50,1.1658515578702275,0.3164430621827727
0,51,0.7365997648374718,0.41422286231598043
0,52,0.2821487215321066,0.199476044638081
0,53,0.7410659757481158,0.5818765417795899
0,54,0.23388607025368827,0.3493972505417976
0,55,0.37361901788875274,0.47764302002434517
0,56,0.6540440908796891,0.30562555442060163
0,57,0.7422933209671656,0.09838087854301389
0,58,0.21996992564747248,0.4927692948047133
0,59,0.2960075013159045,0.22140377621146218
0,60,1.2516389020947136,0.3654554123534681
0,61,0.23202979877853896,0.3998159271196531
0,62,0.6950136599575272,0.19989731467192803
0,63,1.1333404588507747,0.2706165096885805
0,64,0.6985868927674174,0.4529748611115515
0,65,0.09969792500929982,0.07918834903255532
0,66,0.7882053090561479,0.18331464872988423
0,67,0.16611837329113466,0.2869952895683419
0,68,0.8429806106849714,0.12718358915783684
0,69,0.6424587858020635,0.49844746891523617
0,70,0.2087734393729775,0.36450220722176985
0,71,0.6391417047633785,0.15554479856465592
0,72,0.4691345597024129,0.4080023988034134
0,73,0.7668161451089429,0.2942536107924923
0,74,1.4967272202704982,0.23186081291986035
0,75,1.1914469629878341,0.14072360393612357
0,76,0.823110893730813,0.20245485265184499
0,77,0.9030285194611817,0.4622222511278003
0,78,0.6221699222101417,0.34809527632557546
0,79,0.29533944397497275,0.3669478707020203
0,80,1.081767162669006,0.3106829868358494
0,81,0.29369949920295857,0.14383479293905377
0,82,0.7846189976160688,0.42513661102705563
0,83,0.45604383883143285,0.19264502295799402
0,84,0.8343438177509086,0.5950058204313375
0,85,0.8263914894594508,0.3511704750512039
0,86,0.7150292308996192,0.313923374482571
0,87,0.6625630721259177,0.2570417141608856
0,88,0.4561379514233203,0.48330436046617203
0,89,0.6036984640320242,0.26652314286491435
0,90,0.26088193958553596,0.4225234437337009
0,91,0.7825060739549852,0.41670635575173687
0,92,1.0062950969344486,0.13485858049763264
0,93,0.9219547533816388,0.3290351516912481
0,94,0.24927623460603,0.5105828525731788
0,95,0.6216412720125987,0.11775575868783877
0,96,0.605616468254721,0.29958473560828647
0,97,1.0418493372227322,0.6684438258704779
0,98,0.1666606115739627,0.37202192241083726
0,99,0.9073978807590957,0.4575524088733817
0,100,0.7848945418850732,0.18990686978127597
0,101,0.17239606610058955,0.24715423129267336
0,102,0.2994794670731003,0.22109705431067941
0,103,0.8309597069278045,0.5016846191085931
0,104,0.6309684040842359,0.14902506644538208
0,105,0.7103775987630402,0.2352996044269763
0,106,0.15618549574975388,0.19582000064769728
0,107,0.8171730165122493,0.4989046648383007
0,108,0.47349581586566336,0.543477765790924
0,109,0.12348203876745864,0.2489390513640754
0,110,0.624274400082637,0.23500149163783474
0,111,0.1553245211562786,0.19833486837106412
0,112,0.31480050143412114,0.2797001977040342
0,113,0.7733409397616007,0.3864715472026259
0,114,0.5955211673282514,0.26185596464922295
0,115,0.321475540209541,0.2738267999801339
0,116,0.7736725277293001,0.3315890877473339
0,117,1.0135340278256724,0.3443673945537075
0,118,0.1269054119235081,0.15841509592575123
0,119,0.11005876026949664,0.1874832220265842
0,120,0.5230114538267663,0.14220003828130565
0,121,0.62946047472078,0.24682543348421448
0,122,0.8223445231586305,0.5108604667468325
0,123,0.9740863233981019,0.18167065328474014
0,124,0.9444677446804175,0.14051709192997655
0,125,0.34917680365850545,0.3837954710040415
0,126,0.5884983558412926,0.3235071784445748
0,127,1.286314806758806,0.1126631957810515
0,128,0.5837372945343913,0.3013633055087724
0,129,0.2776863558786215,0.21911224741186472
0,130,0.9991477727967701,0.21532915692147006
0,131,0.14803443270429786,0.2422351053136973
0,132,0.8062885020599703,0.2487814506934678
0,133,0.7034752025496633,0.23478775102767108
0,134,0.4848455046031957,0.3421945219116967
0,135,0.6166089406989155,0.2443788844170852
0,136,0.16379308829818115,0.34378836392060474
0,137,0.3570643355586723,0.2259299130109145
0,138,0.9990151059767031,0.20561835429696906
0,139,0.06733118745965337,0.19331316169444326
0,140,0.3512299736477508,0.28611169384996105
0,141,0.4932618465675051,0.09431317816786564
0,142,0.5138043425099,0.41702404566693163
0,143,0.5748520951536832,0.7636160974842
0,144,0.2792866286695718,0.40280940303641694
0,145,0.1453490418108325,0.49448415958932096
0,146,0.30337917967782835,0.26361493830508925
0,147,0.7780055208052823,0.27962521406858276
0,148,0.9326720469638162,0.18234487512432296
0,149,0.6590518996575869,0.07609258584254075
0,150,0.39123699015631697,0.19507230429140077
0,151,0.4068878244274127,0.2107698404328865
0,152,0.8894539326940403,0.22252255614534658
0,153,0.43826749593169045,0.1787256899647824
