sample_id,bus_id,CAIDI_DIC
0,0,0.0
0,1,13.237905849352362
0,2,1.3151507010512418
0,3,2.466552760604165
0,4,0.0
0,5,0.8128721444219329
0,6,3.552075521114104
0,7,0.48325640285503757
0,8,6.0215421293447315
0,9,0.0
0,10,0.0
0,11,5.331685618587247
0,12,1.9323365023956376
0,13,0.0
0,14,5.3972188021295855
0,15,0.9461781363023046
0,16,3.8362605305976514
0,17,0.0
0,18,2.6556848221166973
0,19,4.378402701933639
0,20,0.0
0,21,0.0
0,22,3.7716041018031112
0,23,2.122074631857056
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.9130717663779417
0,28,4.622829861953395
0,29,1.7236032509729917
0,30,0.0
0,31,1.2589550694669476
0,32,4.135247403859902
0,33,0.0
0,34,3.194536546537586
0,35,0.0
0,36,0.0
0,37,0.0
0,38,1.9936424977598382
0,39,1.6296727004597154
0,40,1.8419714411347665
0,41,0.0
0,42,0.0
0,43,6.679641657269218
0,44,6.138445935388109
0,45,2.4727784056396946
0,46,1.3650188815641693
0,47,0.0
0,48,7.490393114309699
0,49,3.245203946836652
0,50,4.091211830047041
0,51,4.685773756162442
0,52,5.779836891958127
0,53,0.0
0,54,0.0
0,55,1.9776720004318196
0,56,1.636844100122565
0,57,0.0
0,58,1.888122809386878
0,59,7.808969820139381
0,60,12.102318438681158
0,61,0.0
0,62,0.0
0,63,5.987325055014137
0,64,3.401025057071886
0,65,0.9252495329796805
0,66,0.0
0,67,1.721800641119055
0,68,0.0
0,69,1.6604334209857385
0,70,5.193298553132063
0,71,6.205982384968428
0,72,8.03034451162132
0,73,0.7083793497729662
0,74,9.463931371662047
0,75,0.0
0,76,0.0
0,77,0.0
0,78,3.0123111478991875
0,79,0.0
0,80,0.0
0,81,2.0876037932379368
0,82,0.0
0,83,0.0
0,84,0.0
0,85,3.3930828401433155
0,86,2.3129221513163727
0,87,0.0
0,88,1.409869823907336
0,89,0.9427959322244659
0,90,6.113373228357651
0,91,0.0
0,92,0.8805220436110068
0,93,0.0
0,94,2.233640400502555
0,95,1.2603218831911587
0,96,3.705047846303604
0,97,0.0
0,98,7.957253129155412
0,99,0.0
0,100,0.0
0,101,8.191591146552772
0,102,0.0
0,103,11.348966581143541
0,104,0.0235670288976329
0,105,0.0
0,106,0.0
0,107,0.0
0,108,0.0
0,109,0.0
0,110,0.0
0,111,0.0
0,112,0.0
0,113,4.770205967530566
0,114,0.0
0,115,6.965969076564692
0,116,0.0
0,117,1.9383967359207337
0,118,4.291817781808682
0,119,1.3079195667887642
0,120,4.332357109992087
0,121,0.0
0,122,6.9020952932949715
0,123,3.3036551542997827
0,124,0.0
0,125,6.5475674841797415
0,126,0.0
0,127,0.2269925400559492
0,128,0.0
0,129,0.0
0,130,0.0
0,131,2.9837732969619988
0,132,0.0
0,133,11.965933769172016
0,134,0.0
0,135,9.6463148385463
0,136,12.280870701807727
0,137,0.0
0,138,5.705572845112716
0,139,4.388005604912275
0,140,8.673084971169239
0,141,0.0
0,142,0.0
0,143,0.0
0,144,0.0
0,145,13.231495923483257
0,146,0.0
0,147,11.130471193325777
0,148,0.0
0,149,0.0
0,150,10.51272460033859
0,151,12.406294126057285
0,152,0.0
0,153,7.36506423100817
0,154,5.595944371625413
0,155,4.094555900760812
0,156,0.0
0,157,8.821193807119698
0,158,5.3731455782316635
0,159,3.376814476444689
0,160,1.8469407799086468
0,161,0.0
0,162,0.0
0,163,12.093829532672254
0,164,0.0
0,165,0.0
0,166,0.0
0,167,10.602197471712179
0,168,1.6930925371387777
0,169,0.0
0,170,0.0
0,171,0.0
0,172,2.6812777724338055
0,173,7.1714223634495005
0,174,0.0
0,175,0.0
0,176,2.7400590147018686
0,177,0.6566789536139522
0,178,4.777248647856123
0,179,1.4155266712929895
0,180,3.7753772529595584
0,181,0.0
0,182,5.982253830608469
0,183,3.1364944189623256
0,184,5.386038842996846
0,185,7.199636273915323
0,186,0.0
0,187,12.917021357170063
0,188,0.0
0,189,0.0
0,190,0.0
0,191,17.14011305020061
0,192,0.7653685759387006
0,193,4.874059780016967
0,194,0.0
0,195,1.415761883528685
0,196,0.0
0,197,0.0
0,198,0.0
0,199,3.970894273930878
0,200,2.506862572633986
0,201,0.0
0,202,6.915741072118774
0,203,3.303479516332063
0,204,3.5787643572846815
0,205,9.550367208429414
0,206,0.0
0,207,0.25118900011137063
0,208,0.0
0,209,0.28112913154116587
0,210,3.633197242591592
0,211,2.6850802218353684
0,212,4.040375242608888
0,213,0.0
0,214,0.8911293156154957
0,215,0.0
0,216,0.0
0,217,0.0
0,218,0.0
0,219,0.0
0,220,0.0
0,221,0.0
0,222,13.157135416664277
0,223,11.980829940137957
0,224,0.0
0,225,1.3864362503656744
0,226,1.9540403686822663
0,227,12.592138915294802
0,228,0.0
0,229,0.0
0,230,3.21425244135305
0,231,0.9462893625161244
0,232,0.0
0,233,16.33171941911352
0,234,0.0
0,235,0.0
0,236,2.8806216607715056
0,237,0.8566303859178368
0,238,0.0
0,239,1.7514900762535535
0,240,1.483592813862453
0,241,7.19991292244183
0,242,5.2125663005336635
0,243,0.0
0,244,3.808245640265995
0,245,2.574528284926097
0,246,1.2954376809800527
0,247,10.533630732181475
0,248,0.5639561069063044
0,249,2.829782489862669
0,250,4.487049894814627
0,251,0.0
0,252,0.0
0,253,2.5725706801280768
0,254,5.436911157526601
0,255,0.5264642535852693
0,256,0.0
0,257,0.0
0,258,9.01215633557936
0,259,1.017915221486862
0,260,4.97401523241866
0,261,2.4886297771003205
0,262,1.323383066239106
0,263,0.0
0,264,1.554450716834665
0,265,6.239580159498649
0,266,0.0
0,267,3.7834180690773884
0,268,0.0
0,269,0.0
0,270,4.920207525000174
0,271,0.0
0,272,0.0
0,273,3.319199443518817
0,274,3.0642901345206988
0,275,5.650853121474792
0,276,2.4659426762361947
